6.552604921285605677e+00,3.573837010262955260e+01
8.944164071051908138e+00,3.591760104708728818e+01
9.719351267860025345e+00,2.048379816744608917e+01
1.074132738074434812e+01,2.049232429711018710e+01
1.086515012719064899e+01,1.825442245584199341e+01
9.839343948254251515e+00,1.820717082376686591e+01
9.979376849596002685e+00,1.498512021556041063e+01
1.099980814578068156e+01,1.500865332908763961e+01
1.112332156755238621e+01,1.292145597902557874e+01
1.008277456537894423e+01,1.274337007258807830e+01
1.040500488195651307e+01,5.895800220461461905e+00
1.146213854829611201e+01,6.011781343537005995e+00
1.159879595162356836e+01,3.701719121170607085e+00
1.046902590420742385e+01,3.710886640391020119e+00
1.048731271500666118e+01,2.326485349198378572e+00
1.155753188129616582e+01,2.354024944309165424e+00
1.162989253970042292e+01,1.293663587071326448e-01
1.061726825012380537e+01,5.988483351294764112e-02
1.100455702799836999e+01,-8.063192443203995197e+00
1.201357660797664728e+01,-8.029052177422553171e+00
1.211575363903590663e+01,-1.026138132324579999e+01
1.099675603147040626e+01,-1.029432803907320881e+01
1.115128713572501162e+01,-1.159218635072997827e+01
1.219634109196780258e+01,-1.154431605744190747e+01
1.213891682052307708e+01,-1.384040831519971704e+01
1.122894568760015233e+01,-1.387545860732435621e+01
1.181432436779254225e+01,-2.515369510906561601e+01
1.286160426135155355e+01,-2.509807787720741601e+01
1.298783244414437732e+01,-2.724736444158723714e+01
1.192712745529204987e+01,-2.740079083198731524e+01
1.211523627322087648e+01,-3.429423637131845481e+01
9.647252269986283935e+00,-3.440859771605254736e+01
9.406413153765312174e+00,-2.751706257488677210e+01
8.406236033049301781e+00,-2.748690052884182222e+01
8.508847222669873034e+00,-2.530510993605249226e+01
9.325226409219821377e+00,-2.525357281206219540e+01
8.772342955028594957e+00,-1.401245464696623344e+01
7.692010111744428613e+00,-1.404451213732531834e+01
7.638026440176180820e+00,-1.182178011347835778e+01
8.670703173840255573e+00,-1.175813956125491977e+01
7.828767248436992787e+00,6.617935265173453097e+00
6.737881359063644382e+00,6.632117194264599114e+00
6.646836243056241322e+00,8.836994328473748439e+00
7.779343595909912423e+00,8.904115085686129305e+00
6.552604921285605677e+00,3.573837010262955260e+01
