1668424074.62,0,-2.76,4.21,-2.34,-0.04
1668424074.62,0,-0.75,3.96,1.64,-0.15
1668424074.62,0,1.10,4.31,0.91,-4.69
1668424074.62,0,3.42,4.45,0.91,-4.69
1668424074.62,0,5.17,4.86,0.91,-4.69
1668424074.62,0,-2.87,2.51,-2.35,-0.04
1668424074.62,0,-1.24,2.83,1.64,-0.15
1668424074.62,0,1.44,2.83,0.91,-4.69
1668424074.62,0,3.24,3.18,1.64,-0.15
1668424074.62,0,4.46,3.17,0.91,-4.69
1668424074.62,0,5.56,3.97,0.91,-4.69
1668424074.62,0,5.53,0.98,0.91,-4.69
1668424074.62,0,2.56,0.74,0.91,-4.69
1668424074.62,0,-0.38,0.18,0.91,-4.69
1668424074.62,0,-2.41,0.76,-2.30,0.04
1668424074.62,0,-2.15,-2.05,0.46,-7.36
1668424074.62,0,-0.07,-0.98,0.91,-4.69
1668424074.62,0,2.09,-1.35,0.91,-4.69
1668424074.62,0,3.97,-1.76,0.91,-4.69
1668424074.62,0,5.60,-2.08,0.91,-4.69
1668424074.62,0,-1.89,-3.09,0.46,-7.37
1668424074.62,0,-0.28,-3.04,0.91,-4.69
1668424074.62,0,2.06,-3.17,0.91,-4.69
1668424074.62,0,4.88,-2.81,0.91,-4.69
1668424074.62,0,6.60,-2.23,0.91,-4.69
1668424074.62,0,-2.42,-4.70,1.94,-7.53
1668424074.62,0,-0.69,-4.50,2.00,-7.51
1668424074.62,0,1.67,-4.41,0.91,-4.69
1668424074.62,0,3.96,-5.02,2.01,-7.51
1668424074.62,0,5.74,-4.87,2.01,-7.51
1668424074.62,0,6.69,-3.95,2.01,-7.51
1668424074.62,0,-2.15,-6.27,2.01,-7.51
1668424074.62,0,0.11,-6.07,2.00,-7.51
1668424074.62,0,2.15,-6.06,2.00,-7.51
1668424074.62,0,3.81,-5.48,2.01,-7.51
1668424074.62,0,6.94,-6.22,2.00,-7.51
1668424074.62,0,-1.95,-8.01,2.00,-7.51
1668424074.62,0,-0.37,-7.74,2.00,-7.51
1668424074.62,0,1.26,-7.95,2.00,-7.51
1668424074.62,0,3.46,-7.91,2.00,-7.51
1668424074.62,0,5.29,-7.77,2.00,-7.51
1668424074.62,0,6.62,-7.85,2.01,-7.51
1668424074.62,0,-2.14,-9.32,2.01,-7.51
1668424074.62,0,-0.48,-9.33,2.00,-7.51
1668424074.62,0,1.33,-8.87,2.01,-7.51
1668424074.62,0,3.71,-9.70,2.00,-7.51
1668424074.62,0,-0.60,-10.01,2.01,-7.51
1668424074.62,0,5.18,-9.42,2.00,-7.51
1668424074.62,0,7.35,-9.10,2.00,-7.51
1668424074.62,0,7.35,-9.10,2.00,-7.51
1668424074.62,10,-2.76,4.21,-2.35,0.03
1668424074.62,10,-0.75,3.96,4.48,-3.44
1668424074.62,10,1.10,4.31,0.91,-4.69
1668424074.62,10,3.42,4.45,1.64,-0.15
1668424074.62,10,5.17,4.86,1.64,-0.15
1668424074.62,10,-2.87,2.51,-2.43,0.03
1668424074.62,10,-1.24,2.83,0.91,-4.69
1668424074.62,10,1.44,2.83,1.64,-0.15
1668424074.62,10,3.24,3.18,0.91,-4.69
1668424074.62,10,4.46,3.17,0.91,-4.69
1668424074.62,10,5.56,3.97,0.91,-4.69
1668424074.62,10,5.53,0.98,0.91,-4.69
1668424074.62,10,2.56,0.74,0.91,-4.69
1668424074.62,10,-0.38,0.18,4.48,-3.44
1668424074.62,10,-2.41,0.76,-2.30,0.03
1668424074.62,10,-2.15,-2.05,0.46,-7.37
1668424074.62,10,-0.07,-0.98,0.91,-4.69
1668424074.62,10,2.09,-1.35,0.91,-4.69
1668424074.62,10,3.97,-1.76,0.91,-4.69
1668424074.62,10,5.60,-2.08,0.91,-4.69
1668424074.62,10,-1.89,-3.09,0.46,-7.41
1668424074.62,10,-0.28,-3.04,5.68,-3.25
1668424074.62,10,2.06,-3.17,0.91,-4.69
1668424074.62,10,4.88,-2.81,0.91,-4.69
1668424074.62,10,6.60,-2.23,0.91,-4.69
1668424074.62,10,-2.42,-4.70,1.94,-7.53
1668424074.62,10,-0.69,-4.50,2.00,-7.51
1668424074.62,10,1.67,-4.41,2.01,-7.51
1668424074.62,10,3.96,-5.02,2.00,-7.51
1668424074.62,10,5.74,-4.87,2.01,-7.51
1668424074.62,10,6.69,-3.95,2.00,-7.51
1668424074.62,10,-2.15,-6.27,2.00,-7.51
1668424074.62,10,0.11,-6.07,2.00,-7.51
1668424074.62,10,2.15,-6.06,2.01,-7.51
1668424074.62,10,3.81,-5.48,2.01,-7.51
1668424074.62,10,6.94,-6.22,5.94,-6.23
1668424074.62,10,-1.95,-8.01,2.00,-7.51
1668424074.62,10,-0.37,-7.74,2.00,-7.51
1668424074.62,10,1.26,-7.95,2.00,-7.51
1668424074.62,10,3.46,-7.91,2.01,-7.51
1668424074.62,10,5.29,-7.77,2.00,-7.51
1668424074.62,10,6.62,-7.85,5.94,-6.22
1668424074.62,10,-2.14,-9.32,2.00,-7.51
1668424074.62,10,-0.48,-9.33,2.00,-7.51
1668424074.62,10,1.33,-8.87,2.00,-7.51
1668424074.62,10,3.71,-9.70,2.00,-7.51
1668424074.62,10,-0.60,-10.01,2.00,-7.51
1668424074.62,10,5.18,-9.42,2.01,-7.51
1668424074.62,10,7.35,-9.10,5.94,-6.22
1668424074.62,10,7.35,-9.10,5.94,-6.22
1668424074.62,20,-2.76,4.21,-2.43,0.03
1668424074.62,20,-0.75,3.96,4.40,-3.18
1668424074.62,20,1.10,4.31,4.48,-3.44
1668424074.62,20,3.42,4.45,0.91,-4.69
1668424074.62,20,5.17,4.86,0.91,-4.69
1668424074.62,20,-2.87,2.51,-2.30,0.03
1668424074.62,20,-1.24,2.83,4.30,-1.49
1668424074.62,20,1.44,2.83,4.48,-3.44
1668424074.62,20,3.24,3.18,1.64,-0.15
1668424074.62,20,4.46,3.17,1.64,-0.15
1668424074.62,20,5.56,3.97,0.91,-4.69
1668424074.62,20,5.53,0.98,0.91,-4.69
1668424074.62,20,2.56,0.74,1.64,-0.15
1668424074.62,20,-0.38,0.18,4.30,-1.46
1668424074.62,20,-2.41,0.76,-2.30,0.03
1668424074.62,20,-2.15,-2.05,0.46,-7.37
1668424074.62,20,-0.07,-0.98,4.48,-3.44
1668424074.62,20,2.09,-1.35,5.01,-3.03
1668424074.62,20,3.97,-1.76,5.68,-3.19
1668424074.62,20,5.60,-2.08,5.73,-3.63
1668424074.62,20,-1.89,-3.09,2.00,-7.51
