1668424054.93,0,-2.76,4.21,-0.41,-0.32
1668424054.93,0,-0.75,3.96,-0.41,-0.32
1668424054.93,0,1.10,4.31,-0.41,-0.33
1668424054.93,0,3.42,4.45,-0.41,-0.32
1668424054.93,0,5.17,4.86,3.03,4.66
1668424054.93,0,-2.87,2.51,-0.41,-0.32
1668424054.93,0,-1.24,2.83,-0.41,-0.32
1668424054.93,0,1.44,2.83,-0.41,-0.33
1668424054.93,0,3.24,3.18,-0.41,-0.32
1668424054.93,0,4.46,3.17,-0.41,-0.32
1668424054.93,0,5.56,3.97,3.01,4.66
1668424054.93,0,5.53,0.98,-0.41,-0.32
1668424054.93,0,2.56,0.74,-0.41,-0.32
1668424054.93,0,-0.38,0.18,-0.41,-0.32
1668424054.93,0,-2.41,0.76,-0.41,-0.32
1668424054.93,0,-2.15,-2.05,-0.41,-0.33
1668424054.93,0,-0.07,-0.98,-0.41,-0.35
1668424054.93,0,2.09,-1.35,-0.41,-0.32
1668424054.93,0,3.97,-1.76,-0.41,-0.32
1668424054.93,0,5.60,-2.08,-0.41,-0.32
1668424054.93,0,-1.89,-3.09,-0.41,-0.33
1668424054.93,0,-0.28,-3.04,-0.41,-0.33
1668424054.93,0,2.06,-3.17,-0.41,-0.32
1668424054.93,0,4.88,-2.81,-0.41,-0.32
1668424054.93,0,6.60,-2.23,-0.41,-0.32
1668424054.93,0,-2.42,-4.70,-0.41,-0.33
1668424054.93,0,-0.69,-4.50,-0.41,-0.33
1668424054.93,0,1.67,-4.41,-0.41,-0.32
1668424054.93,0,3.96,-5.02,-0.41,-0.32
1668424054.93,0,5.74,-4.87,-0.41,-0.32
1668424054.93,0,6.69,-3.95,-0.41,-0.32
1668424054.93,0,-2.15,-6.27,-0.41,-0.33
1668424054.93,0,0.11,-6.07,-0.41,-0.33
1668424054.93,0,2.15,-6.06,-0.41,-0.32
1668424054.93,0,3.81,-5.48,-0.41,-0.32
1668424054.93,0,6.94,-6.22,6.55,1.93
1668424054.93,0,-1.95,-8.01,-0.41,-0.33
1668424054.93,0,-0.37,-7.74,-0.41,-0.33
1668424054.93,0,1.26,-7.95,5.31,2.72
1668424054.93,0,3.46,-7.91,-0.41,-0.32
1668424054.93,0,5.29,-7.77,-0.41,-0.32
1668424054.93,0,6.62,-7.85,-nan,-nan
1668424054.93,0,-2.14,-9.32,-0.41,-0.33
1668424054.93,0,-0.48,-9.33,-0.41,-0.33
1668424054.93,0,1.33,-8.87,7.02,-1.17
1668424054.93,0,3.71,-9.70,-0.41,-0.32
1668424054.93,0,-0.60,-10.01,-0.41,-0.33
1668424054.93,0,5.18,-9.42,-0.41,-0.32
1668424054.93,0,7.35,-9.10,-nan,-nan
1668424054.93,0,7.35,-9.10,-nan,-nan
1668424054.93,20,-2.76,4.21,-0.41,-0.32
1668424054.93,20,-0.75,3.96,-0.41,-0.32
1668424054.93,20,1.10,4.31,-0.41,-0.32
1668424054.93,20,3.42,4.45,-0.41,-0.33
1668424054.93,20,5.17,4.86,-0.41,-0.33
1668424054.93,20,-2.87,2.51,-0.41,-0.32
1668424054.93,20,-1.24,2.83,-0.41,-0.32
1668424054.93,20,1.44,2.83,-0.41,-0.33
1668424054.93,20,3.24,3.18,-0.41,-0.33
1668424054.93,20,4.46,3.17,-0.41,-0.33
1668424054.93,20,5.56,3.97,-0.41,-0.33
1668424054.93,20,5.53,0.98,-0.41,-0.33
1668424054.93,20,2.56,0.74,-0.41,-0.33
1668424054.93,20,-0.38,0.18,-0.41,-0.33
1668424054.93,20,-2.41,0.76,-0.41,-0.33
1668424054.93,20,-2.15,-2.05,-0.41,-0.33
1668424054.93,20,-0.07,-0.98,-0.41,-0.33
1668424054.93,20,2.09,-1.35,-0.41,-0.33
1668424054.93,20,3.97,-1.76,-0.41,-0.33
1668424054.93,20,5.60,-2.08,-0.41,-0.33
1668424054.93,20,-1.89,-3.09,-0.41,-0.33
1668424054.93,20,-0.28,-3.04,-0.41,-0.33
1668424054.93,20,2.06,-3.17,-0.41,-0.33
1668424054.93,20,4.88,-2.81,-0.41,-0.33
1668424054.93,20,6.60,-2.23,-0.41,-0.33
1668424054.93,20,-2.42,-4.70,-0.41,-0.33
1668424054.93,20,-0.69,-4.50,-0.41,-0.33
1668424054.93,20,1.67,-4.41,-0.41,-0.33
1668424054.93,20,3.96,-5.02,-0.41,-0.32
1668424054.93,20,5.74,-4.87,-0.41,-0.32
1668424054.93,20,6.69,-3.95,-0.41,-0.33
1668424054.93,20,-2.15,-6.27,-0.41,-0.33
1668424054.93,20,0.11,-6.07,-0.41,-0.33
1668424054.93,20,2.15,-6.06,-0.41,-0.32
1668424054.93,20,3.81,-5.48,-0.41,-0.32
1668424054.93,20,6.94,-6.22,-0.37,-7.72
1668424054.93,20,-1.95,-8.01,-2.38,-4.34
1668424054.93,20,-0.37,-7.74,-0.41,-0.33
1668424054.93,20,1.26,-7.95,-0.41,-0.33
1668424054.93,20,3.46,-7.91,-0.41,-0.32
1668424054.93,20,5.29,-7.77,-0.41,-0.32
1668424054.93,20,6.62,-7.85,0.03,-7.60
1668424054.93,20,-2.14,-9.32,-2.31,-5.52
1668424054.93,20,-0.48,-9.33,-0.41,-0.33
1668424054.93,20,1.33,-8.87,-0.41,-0.33
1668424054.93,20,3.71,-9.70,-0.41,-0.33
1668424054.93,20,-0.60,-10.01,-0.41,-0.33
1668424054.93,20,5.18,-9.42,0.03,-7.60
1668424054.93,20,7.35,-9.10,-0.42,-7.72
1668424054.93,20,7.35,-9.10,-0.42,-7.72
1668424054.93,40,-2.76,4.21,-0.41,-0.32
1668424054.93,40,-0.75,3.96,-0.41,-0.32
1668424054.93,40,1.10,4.31,-0.41,-0.32
1668424054.93,40,3.42,4.45,-0.41,-0.32
1668424054.93,40,5.17,4.86,-nan,-nan
1668424054.93,40,-2.87,2.51,-0.41,-0.33
1668424054.93,40,-1.24,2.83,-0.41,-0.33
1668424054.93,40,1.44,2.83,-0.41,-0.33
1668424054.93,40,3.24,3.18,-0.41,-0.33
1668424054.93,40,4.46,3.17,-0.41,-0.33
1668424054.93,40,5.56,3.97,-0.41,-0.33
1668424054.93,40,5.53,0.98,-0.41,-0.33
1668424054.93,40,2.56,0.74,-0.41,-0.33
1668424054.93,40,-0.38,0.18,-0.41,-0.33
1668424054.93,40,-2.41,0.76,-0.41,-0.33
1668424054.93,40,-2.15,-2.05,-0.41,-0.33
1668424054.93,40,-0.07,-0.98,-0.41,-0.33
1668424054.93,40,2.09,-1.35,-0.41,-0.33
1668424054.93,40,3.97,-1.76,-0.41,-0.33
1668424054.93,40,5.60,-2.08,-0.41,-0.33
1668424054.93,40,-1.89,-3.09,-0.41,-0.33
1668424054.93,40,-0.28,-3.04,-0.41,-0.33
1668424054.93,40,2.06,-3.17,-0.41,-0.33
1668424054.93,40,4.88,-2.81,0.03,-7.60
1668424054.93,40,6.60,-2.23,0.15,-7.87
1668424054.93,40,-2.42,-4.70,-0.41,-0.33
1668424054.93,40,-0.69,-4.50,-0.41,-0.33
1668424054.93,40,1.67,-4.41,-0.41,-0.33
1668424054.93,40,3.96,-5.02,0.02,-7.60
1668424054.93,40,5.74,-4.87,0.01,-7.89
1668424054.93,40,6.69,-3.95,0.15,-7.87
1668424054.93,40,-2.15,-6.27,-2.35,-4.58
1668424054.93,40,0.11,-6.07,-0.41,-0.33
1668424054.93,40,2.15,-6.06,-0.41,-0.33
1668424054.93,40,3.81,-5.48,0.03,-7.60
1668424054.93,40,6.94,-6.22,0.12,-7.87
1668424054.93,40,-1.95,-8.01,-2.23,-6.22
1668424054.93,40,-0.37,-7.74,0.03,-7.60
1668424054.93,40,1.26,-7.95,0.03,-7.60
1668424054.93,40,3.46,-7.91,0.03,-7.60
1668424054.93,40,5.29,-7.77,-0.20,-7.78
1668424054.93,40,6.62,-7.85,-0.05,-7.90
1668424054.93,40,-2.14,-9.32,0.03,-7.60
1668424054.93,40,-0.48,-9.33,0.02,-7.60
1668424054.93,40,1.33,-8.87,0.03,-7.60
1668424054.93,40,3.71,-9.70,-0.30,-7.73
1668424054.93,40,-0.60,-10.01,-nan,-nan
1668424054.93,40,5.18,-9.42,-0.21,-7.77
1668424054.93,40,7.35,-9.10,-0.05,-7.90
1668424054.93,40,7.35,-9.10,-0.05,-7.90
1668424054.93,60,-2.76,4.21,-0.41,-0.28
1668424054.93,60,-0.75,3.96,-0.41,-0.32
1668424054.93,60,1.10,4.31,-0.41,-0.32
1668424054.93,60,3.42,4.45,-0.41,-0.32
1668424054.93,60,5.17,4.86,-0.41,-0.32
1668424054.93,60,-2.87,2.51,-2.68,1.52
1668424054.93,60,-1.24,2.83,-0.41,-0.33
1668424054.93,60,1.44,2.83,-0.41,-0.33
1668424054.93,60,3.24,3.18,-0.41,-0.32
1668424054.93,60,4.46,3.17,-0.41,-0.32
1668424054.93,60,5.56,3.97,-0.41,-0.32
1668424054.93,60,5.53,0.98,-0.41,-0.33
1668424054.93,60,2.56,0.74,-0.41,-0.33
1668424054.93,60,-0.38,0.18,-0.41,-0.33
1668424054.93,60,-2.41,0.76,-0.41,-0.33
1668424054.93,60,-2.15,-2.05,-0.41,-0.33
1668424054.93,60,-0.07,-0.98,-0.41,-0.33
1668424054.93,60,2.09,-1.35,-0.41,-0.33
