1668424089.70,40,3.24,3.18,4.06,-3.92
1668424089.70,40,4.46,3.17,7.15,-3.20
1668424089.70,40,5.56,3.97,7.13,-2.70
1668424089.70,40,5.53,0.98,7.15,-3.13
1668424089.70,40,2.56,0.74,3.77,-3.94
1668424089.70,40,-0.38,0.18,4.24,-3.90
1668424089.70,40,-2.41,0.76,-2.75,-2.92
1668424089.70,40,-2.15,-2.05,-2.61,-5.03
1668424089.70,40,-0.07,-0.98,4.22,-3.90
1668424089.70,40,2.09,-1.35,4.17,-3.90
1668424089.70,40,3.97,-1.76,4.06,-3.92
1668424089.70,40,5.60,-2.08,7.19,-4.16
1668424089.70,40,-1.89,-3.09,-nan,-nan
1668424089.70,40,-0.28,-3.04,4.20,-3.90
1668424089.70,40,2.06,-3.17,3.98,-3.91
1668424089.70,40,4.88,-2.81,4.87,-3.85
1668424089.70,40,6.60,-2.23,7.15,-3.12
1668424089.70,40,-2.42,-4.70,-nan,-nan
1668424089.70,40,-0.69,-4.50,2.53,-4.70
1668424089.70,40,1.67,-4.41,2.83,-4.69
1668424089.70,40,3.96,-5.02,4.25,-4.63
1668424089.70,40,5.74,-4.87,7.19,-4.17
1668424089.70,40,6.69,-3.95,7.19,-4.17
1668424089.70,40,-2.15,-6.27,-nan,-nan
1668424089.70,40,0.11,-6.07,1.63,-5.94
1668424089.70,40,2.15,-6.06,7.19,-4.17
1668424089.70,40,3.81,-5.48,7.19,-4.16
1668424089.70,40,6.94,-6.22,7.19,-4.16
1668424089.70,40,-1.95,-8.01,-nan,-nan
1668424089.70,40,-0.37,-7.74,1.59,-5.95
1668424089.70,40,1.26,-7.95,7.19,-4.17
1668424089.70,40,3.46,-7.91,7.19,-4.17
1668424089.70,40,5.29,-7.77,7.19,-4.17
1668424089.70,40,6.62,-7.85,7.19,-4.17
1668424089.70,40,-2.14,-9.32,3.40,-10.10
1668424089.70,40,-0.48,-9.33,-nan,-nan
1668424089.70,40,1.33,-8.87,7.19,-4.17
1668424089.70,40,3.71,-9.70,-nan,-nan
1668424089.70,40,-0.60,-10.01,-nan,-nan
1668424089.70,40,5.18,-9.42,-nan,-nan
1668424089.70,40,7.35,-9.10,-nan,-nan
1668424089.70,40,7.35,-9.10,-nan,-nan
1668424089.70,50,-2.76,4.21,-nan,-nan
1668424089.70,50,-0.75,3.96,5.86,4.87
1668424089.70,50,1.10,4.31,5.87,4.86
1668424089.70,50,3.42,4.45,7.02,2.80
1668424089.70,50,5.17,4.86,7.13,0.32
1668424089.70,50,-2.87,2.51,-2.81,-1.99
1668424089.70,50,-1.24,2.83,-2.64,-4.42
1668424089.70,50,1.44,2.83,7.15,-3.19
1668424089.70,50,3.24,3.18,7.13,-2.76
1668424089.70,50,4.46,3.17,7.13,-2.74
1668424089.70,50,5.56,3.97,7.03,1.65
1668424089.70,50,5.53,0.98,7.15,-3.13
1668424089.70,50,2.56,0.74,4.91,-3.84
1668424089.70,50,-0.38,0.18,7.15,-3.19
1668424089.70,50,-2.41,0.76,-2.72,-3.53
1668424089.70,50,-2.15,-2.05,-nan,-nan
1668424089.70,50,-0.07,-0.98,7.15,-3.20
1668424089.70,50,2.09,-1.35,4.91,-3.85
1668424089.70,50,3.97,-1.76,4.91,-3.85
1668424089.70,50,5.60,-2.08,7.15,-3.13
1668424089.70,50,-1.89,-3.09,-nan,-nan
1668424089.70,50,-0.28,-3.04,4.83,-3.85
1668424089.70,50,2.06,-3.17,4.83,-3.85
1668424089.70,50,4.88,-2.81,7.15,-3.26
1668424089.70,50,6.60,-2.23,7.15,-3.13
1668424089.70,50,-2.42,-4.70,-nan,-nan
1668424089.70,50,-0.69,-4.50,4.24,-3.90
1668424089.70,50,1.67,-4.41,4.84,-3.85
1668424089.70,50,3.96,-5.02,7.19,-4.17
1668424089.70,50,5.74,-4.87,7.19,-3.93
1668424089.70,50,6.69,-3.95,7.15,-3.19
1668424089.70,50,-2.15,-6.27,-nan,-nan
1668424089.70,50,0.11,-6.07,7.19,-4.16
1668424089.70,50,2.15,-6.06,7.19,-4.17
1668424089.70,50,3.81,-5.48,7.19,-4.16
1668424089.70,50,6.94,-6.22,7.19,-4.16
1668424089.70,50,-1.95,-8.01,-nan,-nan
1668424089.70,50,-0.37,-7.74,7.19,-4.17
1668424089.70,50,1.26,-7.95,7.19,-4.17
1668424089.70,50,3.46,-7.91,7.19,-4.16
1668424089.70,50,5.29,-7.77,7.19,-4.17
1668424089.70,50,6.62,-7.85,7.19,-4.17
1668424089.70,50,-2.14,-9.32,-nan,-nan
1668424089.70,50,-0.48,-9.33,-nan,-nan
1668424089.70,50,1.33,-8.87,-nan,-nan
1668424089.70,50,3.71,-9.70,-nan,-nan
1668424089.70,50,-0.60,-10.01,-nan,-nan
1668424089.70,50,5.18,-9.42,-nan,-nan
1668424089.70,50,7.35,-9.10,7.39,-9.49
1668424089.70,50,7.35,-9.10,7.39,-9.49
1668424089.70,60,-2.76,4.21,-nan,-nan
1668424089.70,60,-0.75,3.96,5.86,4.87
1668424089.70,60,1.10,4.31,5.86,4.87
1668424089.70,60,3.42,4.45,6.98,2.90
1668424089.70,60,5.17,4.86,7.03,2.78
1668424089.70,60,-2.87,2.51,-2.76,-2.77
1668424089.70,60,-1.24,2.83,3.62,4.98
1668424089.70,60,1.44,2.83,7.15,-3.12
1668424089.70,60,3.24,3.18,7.10,0.70
1668424089.70,60,4.46,3.17,7.06,-0.93
1668424089.70,60,5.56,3.97,-nan,-nan
1668424089.70,60,5.53,0.98,7.14,-2.98
1668424089.70,60,2.56,0.74,7.15,-3.12
1668424089.70,60,-0.38,0.18,3.84,-0.12
1668424089.70,60,-2.41,0.76,-2.68,-4.13
1668424089.70,60,-2.15,-2.05,-nan,-nan
1668424089.70,60,-0.07,-0.98,7.15,-3.14
1668424089.70,60,2.09,-1.35,7.15,-3.20
1668424089.70,60,3.97,-1.76,7.15,-3.19
1668424089.70,60,5.60,-2.08,7.15,-3.13
1668424089.70,60,-1.89,-3.09,-nan,-nan
1668424089.70,60,-0.28,-3.04,3.84,-0.12
1668424089.70,60,2.06,-3.17,7.15,-3.13
1668424089.70,60,4.88,-2.81,7.15,-3.13
1668424089.70,60,6.60,-2.23,7.15,-3.13
1668424089.70,60,-2.42,-4.70,-nan,-nan
1668424089.70,60,-0.69,-4.50,-0.94,-3.95
1668424089.70,60,1.67,-4.41,7.15,-3.28
1668424089.70,60,3.96,-5.02,7.19,-3.90
1668424089.70,60,5.74,-4.87,7.15,-3.13
1668424089.70,60,6.69,-3.95,7.15,-3.13
1668424089.70,60,-2.15,-6.27,-nan,-nan
1668424089.70,60,0.11,-6.07,7.19,-4.17
1668424089.70,60,2.15,-6.06,7.19,-4.16
1668424089.70,60,3.81,-5.48,7.18,-3.98
1668424089.70,60,6.94,-6.22,7.19,-3.87
1668424089.70,60,-1.95,-8.01,-nan,-nan
1668424089.70,60,-0.37,-7.74,7.19,-4.17
1668424089.70,60,1.26,-7.95,5.33,-5.14
1668424089.70,60,3.46,-7.91,7.19,-4.17
1668424089.70,60,5.29,-7.77,7.19,-3.89
1668424089.70,60,6.62,-7.85,7.19,-4.17
1668424089.70,60,-2.14,-9.32,-nan,-nan
1668424089.70,60,-0.48,-9.33,-nan,-nan
1668424089.70,60,1.33,-8.87,1.20,-10.05
1668424089.70,60,3.71,-9.70,-nan,-nan
1668424089.70,60,-0.60,-10.01,-nan,-nan
1668424089.70,60,5.18,-9.42,3.63,-9.97
1668424089.70,60,7.35,-9.10,-nan,-nan
1668424089.70,60,7.35,-9.10,-nan,-nan
1668424089.70,70,-2.76,4.21,-nan,-nan
1668424089.70,70,-0.75,3.96,3.62,4.98
1668424089.70,70,1.10,4.31,5.87,4.86
1668424089.70,70,3.42,4.45,5.87,4.86
1668424089.70,70,5.17,4.86,7.03,2.77
1668424089.70,70,-2.87,2.51,-2.73,-3.24
1668424089.70,70,-1.24,2.83,3.59,4.97
1668424089.70,70,1.44,2.83,3.84,-0.11
1668424089.70,70,3.24,3.18,7.02,2.80
1668424089.70,70,4.46,3.17,7.11,0.59
1668424089.70,70,5.56,3.97,7.03,2.78
1668424089.70,70,5.53,0.98,7.05,-1.40
1668424089.70,70,2.56,0.74,7.15,-3.20
1668424089.70,70,-0.38,0.18,3.73,0.63
1668424089.70,70,-2.41,0.76,-2.63,-4.57
1668424089.70,70,-2.15,-2.05,-nan,-nan
1668424089.70,70,-0.07,-0.98,3.84,-0.12
1668424089.70,70,2.09,-1.35,3.84,-0.11
1668424089.70,70,3.97,-1.76,7.15,-3.13
1668424089.70,70,5.60,-2.08,7.15,-3.12
1668424089.70,70,-1.89,-3.09,-nan,-nan
1668424089.70,70,-0.28,-3.04,3.94,-1.01
1668424089.70,70,2.06,-3.17,3.90,-0.86
1668424089.70,70,4.88,-2.81,7.15,-3.20
1668424089.70,70,6.60,-2.23,7.15,-3.13
1668424089.70,70,-2.42,-4.70,7.19,-4.17
1668424089.70,70,-0.69,-4.50,4.24,-4.63
1668424089.70,70,1.67,-4.41,7.15,-3.13
1668424089.70,70,3.96,-5.02,7.14,-3.13
1668424089.70,70,5.74,-4.87,7.15,-3.13
1668424089.70,70,6.69,-3.95,7.15,-3.13
1668424089.70,70,-2.15,-6.27,-nan,-nan
1668424089.70,70,0.11,-6.07,7.19,-4.17
1668424089.70,70,2.15,-6.06,7.19,-3.90
1668424089.70,70,3.81,-5.48,7.15,-3.12
1668424089.70,70,6.94,-6.22,7.15,-3.13
1668424089.70,70,-1.95,-8.01,-3.19,-7.25
1668424089.70,70,-0.37,-7.74,7.19,-4.16
1668424089.70,70,1.26,-7.95,7.19,-3.94
1668424089.70,70,3.46,-7.91,7.15,-3.25
1668424089.70,70,5.29,-7.77,7.15,-3.13
1668424089.70,70,6.62,-7.85,7.19,-3.94
1668424089.70,70,-2.14,-9.32,-nan,-nan
1668424089.70,70,-0.48,-9.33,1.52,-10.05
1668424089.70,70,1.33,-8.87,3.40,-9.98
1668424089.70,70,3.71,-9.70,3.67,-9.97
1668424089.70,70,-0.60,-10.01,1.18,-10.04
1668424089.70,70,5.18,-9.42,3.91,-9.96
1668424089.70,70,7.35,-9.10,-nan,-nan
1668424089.70,70,7.35,-9.10,-nan,-nan
1668424089.70,80,-2.76,4.21,-nan,-nan
1668424089.70,80,-0.75,3.96,3.65,4.97
1668424089.70,80,1.10,4.31,5.86,4.87
1668424089.70,80,3.42,4.45,5.86,4.87
1668424089.70,80,5.17,4.86,6.87,3.20
1668424089.70,80,-2.87,2.51,-2.68,-3.94
1668424089.70,80,-1.24,2.83,3.59,4.97
1668424089.70,80,1.44,2.83,5.87,4.86
1668424089.70,80,3.24,3.18,3.84,-0.11
1668424089.70,80,4.46,3.17,3.84,-0.11
1668424089.70,80,5.56,3.97,6.99,2.89
1668424089.70,80,5.53,0.98,7.15,0.09
1668424089.70,80,2.56,0.74,3.84,-0.12
1668424089.70,80,-0.38,0.18,7.15,-3.20
1668424089.70,80,-2.41,0.76,-2.61,-5.03
1668424089.70,80,-2.15,-2.05,-nan,-nan
1668424089.70,80,-0.07,-0.98,7.15,-3.19
1668424089.70,80,2.09,-1.35,5.84,4.88
1668424089.70,80,3.97,-1.76,7.15,-3.20
1668424089.70,80,5.60,-2.08,7.14,-3.00
1668424089.70,80,-1.89,-3.09,1.68,-5.92
1668424089.70,80,-0.28,-3.04,5.15,-4.63
1668424089.70,80,2.06,-3.17,3.84,-0.11
1668424089.70,80,4.88,-2.81,7.15,-3.13
1668424089.70,80,6.60,-2.23,7.14,-3.07
1668424089.70,80,-2.42,-4.70,7.19,-4.17
1668424089.70,80,-0.69,-4.50,-nan,-nan
1668424089.70,80,1.67,-4.41,4.00,-3.07
1668424089.70,80,3.96,-5.02,7.15,-3.13
1668424089.70,80,5.74,-4.87,7.15,-3.12
1668424089.70,80,6.69,-3.95,7.14,-3.13
1668424089.70,80,-2.15,-6.27,7.19,-4.16
1668424089.70,80,0.11,-6.07,7.18,-4.04
1668424089.70,80,2.15,-6.06,7.15,-3.12
1668424089.70,80,3.81,-5.48,7.14,-3.13
1668424089.70,80,6.94,-6.22,7.15,-3.14
1668424089.70,80,-1.95,-8.01,-1.64,-10.06
1668424089.70,80,-0.37,-7.74,7.19,-3.93
1668424089.70,80,1.26,-7.95,4.28,-7.12
1668424089.70,80,3.46,-7.91,4.30,-7.17
1668424089.70,80,5.29,-7.77,7.15,-3.19
1668424089.70,80,6.62,-7.85,7.15,-3.13
1668424089.70,80,-2.14,-9.32,1.46,-10.05
1668424089.70,80,-0.48,-9.33,3.37,-9.98
1668424089.70,80,1.33,-8.87,3.66,-9.97
1668424089.70,80,3.71,-9.70,3.97,-9.96
1668424089.70,80,-0.60,-10.01,3.37,-9.98
1668424089.70,80,5.18,-9.42,4.00,-9.95
1668424089.70,80,7.35,-9.10,-nan,-nan
1668424089.70,80,7.35,-9.10,-nan,-nan
1668424089.70,90,-2.76,4.21,3.62,4.98
1668424089.70,90,-0.75,3.96,3.59,4.97
1668424089.70,90,1.10,4.31,3.62,4.97
1668424089.70,90,3.42,4.45,5.87,4.86
1668424089.70,90,5.17,4.86,5.86,4.87
1668424089.70,90,-2.87,2.51,-2.65,-4.33
1668424089.70,90,-1.24,2.83,3.62,4.98
1668424089.70,90,1.44,2.83,3.59,4.97
1668424089.70,90,3.24,3.18,5.86,4.87
1668424089.70,90,4.46,3.17,3.73,0.63
1668424089.70,90,5.56,3.97,6.80,3.40
1668424089.70,90,5.53,0.98,7.10,0.74
1668424089.70,90,2.56,0.74,3.84,-0.11
1668424089.70,90,-0.38,0.18,-nan,-nan
1668424089.70,90,-2.41,0.76,-nan,-nan
1668424089.70,90,-2.15,-2.05,-nan,-nan
1668424089.70,90,-0.07,-0.98,-nan,-nan
1668424089.70,90,2.09,-1.35,3.90,-0.85
1668424089.70,90,3.97,-1.76,3.94,-1.01
