1683721012.51	1.66	-4.26	1.15
1683721012.61	1.66	-4.26	1.15
1683721012.71	1.66	-4.26	1.15
1683721012.81	1.66	-4.26	1.15
1683721012.91	1.66	-4.26	1.17
1683721013.01	1.66	-4.26	1.17
1683721013.11	1.66	-4.26	1.17
1683721013.21	1.66	-4.26	1.17
1683721013.31	1.66	-4.26	1.16
1683721013.41	1.66	-4.26	1.16
1683721013.51	1.66	-4.26	1.15
1683721013.61	1.66	-4.26	1.15
1683721013.71	1.66	-4.26	1.12
1683721013.81	1.66	-4.26	1.12
1683721013.91	1.66	-4.26	1.20
1683721014.01	1.66	-4.26	1.20
1683721014.11	1.66	-4.26	1.17
1683721014.21	1.66	-4.26	1.17
1683721014.31	1.66	-4.26	1.18
1683721014.41	1.66	-4.26	1.18
1683721014.51	1.66	-4.26	1.18
1683721014.61	1.66	-4.26	1.18
1683721014.71	1.66	-4.25	1.12
1683721014.81	1.66	-4.25	1.12
1683721014.91	1.66	-4.25	1.11
1683721015.01	1.66	-4.25	1.11
1683721015.11	1.66	-4.26	1.19
1683721015.21	1.66	-4.26	1.19
1683721015.31	1.66	-4.26	1.10
1683721015.41	1.66	-4.26	1.10
1683721015.51	1.66	-4.26	1.11
1683721015.61	1.66	-4.26	1.11
1683721015.71	1.66	-4.25	1.16
1683721015.81	1.66	-4.25	1.16
1683721015.91	1.66	-4.25	1.10
1683721016.01	1.66	-4.25	1.10
1683721016.11	1.66	-4.25	1.08
1683721016.21	1.66	-4.25	1.08
1683721016.31	1.66	-4.25	1.09
1683721016.40	1.66	-4.25	1.09
1683721016.50	1.66	-4.25	1.12
1683721016.60	1.66	-4.25	1.12
1683721016.70	1.66	-4.25	1.11
1683721016.80	1.66	-4.25	1.11
1683721016.90	1.66	-4.25	1.13
1683721017.00	1.66	-4.25	1.13
1683721017.10	1.66	-4.26	1.12
1683721017.20	1.66	-4.26	1.12
1683721017.30	1.66	-4.26	1.15
1683721017.40	1.66	-4.26	1.15
1683721017.50	1.66	-4.26	1.17
1683721017.60	1.66	-4.26	1.17
1683721017.70	1.66	-4.26	1.14
1683721017.80	1.66	-4.26	1.14
1683721017.90	1.66	-4.26	1.14
1683721018.00	1.66	-4.26	1.14
1683721018.10	1.67	-4.26	1.15
1683721018.20	1.67	-4.26	1.15
1683721018.30	1.67	-4.26	1.16
